Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
Donald Duck and his Companions,https://www.imdb.com/title/tt0372871/?ref_=sr_t_312,1960,1h 20m,,7.2,264,,,,,"['Jack Cutting', 'Jack King', 'Dick Lundy']","['Carl Barks', 'Chuck Couch', 'Jack Hannah']",['Clarence Nash'],"['Animation', 'Comedy', 'Family']",['United States'],[],['Walt Disney Productions'],['English'],0,0,0,1960.0
The Huns,https://www.imdb.com/title/tt0056400/?ref_=sr_t_313,1960,1h 42m,,4.6,73,,,,,['Sergio Grieco'],"['Marcello Ciorciolini', 'Rate Furlan', 'Eric Klauss']","['Chelo Alonso', 'Jacques Sernas', 'Mario Petri']","['Action', 'Adventure']","['Italy', 'France']",[],"['Film Columbus', 'Comptoir Français du Film Production (CFFP)']",['Italian'],0,0,0,1960.0
Atomic War Bride,https://www.imdb.com/title/tt0054229/?ref_=sr_t_314,1960,1h 24m,,5.8,261,,,,,['Veljko Bulajic'],"['Cesare Zavattini', 'Aldo Paladini', 'Virgilio Tosi']","['Antun Vrdoljak', 'Ewa Krzyzewska', 'Ljubisa Jovanovic']","['Comedy', 'Drama', 'Sci-Fi']",['Yugoslavia'],"['Belgrade, Serbia, Yugoslavia']",['Jadran Film'],['Serbo-Croatian'],0,0,0,1960.0
Vivo o muerto,https://www.imdb.com/title/tt0053426/?ref_=sr_t_315,1960,1h 26m,,7.0,11,,,,,['Gilberto Martínez Solares'],"['Juan García', 'Gilberto Martínez Solares', 'Felipe Mier Miranda']","['Manuel Capetillo', 'Flor Silvestre', 'Aldo Monti']","['Drama', 'Western']",['Mexico'],"['Querétaro, Mexico']",[],['Spanish'],0,0,0,1960.0
"Love, the Italian Way",https://www.imdb.com/title/tt0053819/?ref_=sr_t_316,1960,1h 35m,,5.5,67,,,,,['Giorgio Bianchi'],"['Vittorio Metz', 'Roberto Gianviti', 'Oreste Biancoli']","['Belinda Lee', 'Walter Chiari', 'Ugo Tognazzi']","['Comedy', 'Romance']",['Italy'],"['Ischia Island, Naples, Campania, Italy']","['D3', 'Italgloria', 'Produzioni D.S.']",['Italian'],0,0,0,1960.0
Primary,https://www.imdb.com/title/tt0054205/?ref_=sr_t_317,1960,1h,Not Rated,7.1,1.6K,200000.0,,,,['Robert Drew'],['Robert Drew'],"['Robert Drew', 'Hubert H. Humphrey', 'Muriel Buck Humphrey']","['News', 'Political Documentary', 'Documentary', 'History']",['United States'],"['Darlington, Wisconsin, USA']","['Drew Associates', 'Time']",['English'],0,0,0,1960.0
Ski Troop Attack,https://www.imdb.com/title/tt0054315/?ref_=sr_t_318,1960,1h 3m,Not Rated,4.1,657,,,,,['Roger Corman'],['Charles B. Griffith'],"['Michael Forest', 'Frank Wolff', 'Wally Campo']","['Action', 'War']",['United States'],"['Deadwood, South Dakota, USA']",[],"['English', 'German']",0,0,0,1960.0
The Young Lady's Fool,https://www.imdb.com/title/tt0126986/?ref_=sr_t_319,1960,1h 7m,,6.9,649,,,,,['Giannis Dalianidis'],"['Giannis Dalianidis', 'Nikos Tsiforos', 'Polyvios Vasileiadis']","['Jenny Karezi', 'Dinos Iliopoulos', 'Dionysis Papagiannopoulos']","['Comedy', 'Romance']",['Greece'],[],['Afoi Roussopoulloi'],['Greek'],0,0,0,1960.0
Son of Samson,https://www.imdb.com/title/tt0054044/?ref_=sr_t_320,1960,1h 29m,Unrated,5.1,310,,,,,['Carlo Campogalliani'],"['Oreste Biancoli', 'Ennio De Concini']","['Mark Forest', 'Chelo Alonso', 'Vira Silenti']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']","['Italy', 'France', 'Yugoslavia']","['Interstudio, Rome, Italy']","[""Panda Societa per L'Industria Cinematografica"", 'Compagnie Industrielle et Commerciale Cinématographique (CICC)', 'Gallus Films']",['Italian'],0,0,0,1960.0
The Professionals,https://www.imdb.com/title/tt0262707/?ref_=sr_t_321,1960,1h 1m,,6.1,15,,,,,['Don Sharp'],['Peter Barnes'],"['William Lucas', 'Andrew Faulds', 'Colette Wilde']","['Crime', 'Drama']",['United Kingdom'],"['Pinewood Studios, Iver Heath, Buckinghamshire, England, UK']",['Independent Artists'],['English'],0,0,0,1960.0
Shriman Satyawadi,https://www.imdb.com/title/tt0054302/?ref_=sr_t_322,1960,2h 26m,Not Rated,7.0,79,,,,,['S.M. Abbas'],"['S.M. Abbas', 'Adi Marzban']","['Raj Kapoor', 'Shakila', 'Mehmood']","['Action', 'Crime', 'Drama', 'Romance']",['India'],[],['Roopkala Pictures'],"['Hindi', 'Urdu', 'English']",0,0,0,1960.0
One Foot in Hell,https://www.imdb.com/title/tt0054142/?ref_=sr_t_323,1960,1h 30m,Approved,6.2,699,1090000.0,,,,['James B. Clark'],"['Aaron Spelling', 'Sydney Boehm']","['Alan Ladd', 'Don Murray', ""Dan O'Herlihy""]","['Classical Western', 'Western']",['United States'],"['Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA']",['Twentieth Century Fox'],['English'],0,0,0,1960.0
Howlers of the Dock,https://www.imdb.com/title/tt0053401/?ref_=sr_t_324,1960,1h 23m,,5.8,155,,,,,['Lucio Fulci'],"['Giovanni Addessi', 'Lucio Fulci', 'Vittorio Vighi']","['Joe Sentieri', 'Elke Sommer', 'Mina']","['Comedy', 'Drama', 'Musical', 'Romance']",['Italy'],[],['Era Cinématografica'],['Italian'],0,0,0,1960.0
Il vigile,https://www.imdb.com/title/tt0054442/?ref_=sr_t_325,1960,1h 44m,,7.2,1.6K,,,,,['Luigi Zampa'],"['Rodolfo Sonego', 'Luigi Zampa', 'Ugo Guerra']","['Alberto Sordi', 'Vittorio De Sica', 'Marisa Merlini']",['Comedy'],['Italy'],[],['Royal Film'],['Italian'],0,0,0,1960.0
The Tell-Tale Heart,https://www.imdb.com/title/tt0056565/?ref_=sr_t_326,1960,1h 18m,,5.8,639,,,,,['Ernest Morris'],"['Brian Clemens', 'Eldon Howard', 'Edgar Allan Poe']","['Laurence Payne', 'Adrienne Corri', 'Dermot Walsh']",['Horror'],['United Kingdom'],"['New Elstree Studios, The Waterfront, Elstree, Hertfordshire, England, UK']",['Danziger Productions Ltd.'],['English'],0,0,0,1960.0
Gymnasiepigen,https://www.imdb.com/title/tt0124698/?ref_=sr_t_327,1960,1h 20m,,4.9,16,,,,,['Johannes Allen'],['Johannes Allen'],"['Susanne Bruun-Koppel', 'Asbjørn Andersen', 'Karen Marie Løwert']",['Drama'],['Denmark'],[],['Palladium Productions'],['Danish'],0,0,0,1960.0
Aysecik - Seytan cekici,https://www.imdb.com/title/tt0208708/?ref_=sr_t_328,1960,1h 23m,,5.2,78,,,,,['Atif Yilmaz'],['Hamdi Degirmencioglu'],"['Zeynep Degirmencioglu', 'Belgin Doruk', 'Esref Kolçak']","['Drama', 'Family']",['Turkey'],[],['As Film'],['Turkish'],0,0,0,1960.0
Too Young to Love,https://www.imdb.com/title/tt0053366/?ref_=sr_t_329,1960,1h 28m,,5.9,138,,,,,['Muriel Box'],"['Elsa Shelley', 'Sydney Box', 'Muriel Box']","['Thomas Mitchell', 'Pauline Hahn', 'Joan Miller']",['Drama'],['United Kingdom'],"['National Studios, Station Road, Beaconsfield, Buckinghamshire, England, UK']","['Welbeck Film Distributors', 'Welbeck Films Ltd.']",['English'],0,0,0,1960.0
Les vieux de la vieille,https://www.imdb.com/title/tt0054441/?ref_=sr_t_330,1960,1h 30m,,6.6,643,,,,,['Gilles Grangier'],"['Michel Audiard', 'René Fallet', 'Gilles Grangier']","['Pierre Fresnay', 'Jean Gabin', 'Noël-Noël']",['Comedy'],"['France', 'Italy']","['La Chapelle Palluau, Vendée, France']","['Cinétel', 'Cité Films', 'Fidès']",['French'],0,0,0,1960.0
A French Mistress,https://www.imdb.com/title/tt0053839/?ref_=sr_t_331,1960,1h 38m,,5.8,217,,,,,['Roy Boulting'],"['Sonnie Hale', 'Roy Boulting', 'Jeffrey Dell']","['Cecil Parker', 'James Robertson Justice', 'Ian Bannen']","['Comedy', 'Romance']",['United Kingdom'],"['Shepperton Studios, Studios Road, Shepperton, Surrey, England, UK']","['Boulting Brothers', 'Charter Film Productions']",['English'],0,0,0,1960.0
Bernadette of Lourdes,https://www.imdb.com/title/tt0169604/?ref_=sr_t_332,1960,1h 30m,,6.9,62,,,,,['Robert Darène'],['Gilbert Cesbron'],"['Danièle Ajoret', 'Bernard Lajarrige', 'Madeleine Sologne']",['Drama'],"['France', 'Italy']","['Lourdes, Hautes-Pyrénées, France']","['Cineriz', 'Edition et Diffusion Cinématographique (E.D.I.C.)', ""Société d'Etudes et de Negociations Cinematographiques""]",['French'],0,0,0,1960.0
Jaali Note,https://www.imdb.com/title/tt0130797/?ref_=sr_t_333,1960,2h 35m,,6.8,127,,,,,['Shakti Samanta'],"['Ranjan Bose', 'Vrajendra Gaur']","['Dev Anand', 'Madhubala', 'Kundan']","['Action', 'Crime', 'Drama']",['India'],['India'],['S.P. Pictures'],['Hindi'],0,0,0,1960.0
Chhalia,https://www.imdb.com/title/tt0053708/?ref_=sr_t_334,1960,1h 52m,,6.6,241,,,,,['Manmohan Desai'],['Inder Raj Anand'],"['Raj Kapoor', 'Nutan', 'Pran Sikand']","['Musical', 'Romance']",['India'],[],['Subhash Pictures'],['Hindi'],0,0,0,1960.0
Walk Tall,https://www.imdb.com/title/tt0054458/?ref_=sr_t_335,1960,1h 1m,Approved,5.9,100,,,,,['Maury Dexter'],['Joseph Fritz'],"['Willard Parker', 'Joyce Meadows', 'Kent Taylor']",['Western'],['United States'],"['San Bernardino Mountains, California, USA']",['Associated Producers (API)'],['English'],0,0,0,1960.0
Circle of Deception,https://www.imdb.com/title/tt0054750/?ref_=sr_t_336,1960,1h 40m,Approved,6.7,343,,,,,['Jack Lee'],"['Nigel Balchin', 'Robert Musel', 'Alec Waugh']","['Suzy Parker', 'Bradford Dillman', 'Harry Andrews']","['Drama', 'Romance', 'War']",['United Kingdom'],['UK'],"['Twentieth Century Fox', 'Twentieth Century-Fox Productions']","['English', 'German']",0,0,0,1960.0
Too Soon to Love,https://www.imdb.com/title/tt0054392/?ref_=sr_t_337,1960,1h 25m,Approved,5.1,209,,,,,['Richard Rush'],"['László Görög', 'Richard Rush']","['Jennifer West', 'Richard Evans', 'Warren Parker']","['Drama', 'Romance']",['United States'],"['Ocean Park Boardwalk, Santa Monica, California, USA']",['Dynasty'],['English'],0,0,0,1960.0
Las furias,https://www.imdb.com/title/tt0144210/?ref_=sr_t_338,1960,1h 38m,,6.7,61,,,,,['Vlasta Lah'],"['Enrique Suárez de Deza', 'Vlasta Lah']","['Mecha Ortiz', 'Olga Zubarry', 'Aída Luz']",['Drama'],['Argentina'],[],['Lumiton'],['Spanish'],0,0,0,1960.0
It Happened in '43,https://www.imdb.com/title/tt0054039/?ref_=sr_t_339,1960,1h 45m,,7.3,467,,,,,['Florestano Vancini'],"['Giorgio Bassani', 'Florestano Vancini', 'Ennio De Concini']","['Belinda Lee', 'Gabriele Ferzetti', 'Enrico Maria Salerno']","['Drama', 'Romance', 'War']",['Italy'],"['Ferrara, Italy']","['Ajace Produzioni Cinematografiche', 'Euro International Films']","['Italian', 'French']",0,2,0,1960.0
Yôtô monogatari: hana no Yoshiwara hyakunin-giri,https://www.imdb.com/title/tt0187119/?ref_=sr_t_340,1960,1h 49m,,7.6,327,,,,,['Tomu Uchida'],['Yoshikata Yoda'],"['Chiezô Kataoka', 'Yaeko Mizutani', 'Isao Kimura']","['Action', 'Fantasy']",['Japan'],[],"['Toei Company', 'Toei Kyoto']",['Japanese'],0,0,0,1960.0
Dil Apna Aur Preet Parai,https://www.imdb.com/title/tt0053767/?ref_=sr_t_341,1960,2h 35m,,6.6,165,,,,,['Kishore Sahu'],"['Madhusudan', 'Kishore Sahu']","['Raaj Kumar', 'Meena Kumari', 'Nadira']","['Musical', 'Romance']",['India'],"['Kamal Studios, Mumbai, Maharashtra, India']",['Mohan Pictures'],['Hindi'],0,0,0,1960.0
Rockets in the Dunes,https://www.imdb.com/title/tt0169187/?ref_=sr_t_342,1960,1h 5m,,6.4,39,,,,,['William C. Hammond'],"['Louis Lamplugh', 'Gerard Bryant']","['Christopher Witty', 'Gena Yates', 'Heather Lyons']",['Family'],['United Kingdom'],"[""Croyde Village Hall, St Jones's Hill, Croyde, Devon, England, UK""]",['Anvil Films'],['English'],0,0,0,1960.0
The Human Vapor,https://www.imdb.com/title/tt0053853/?ref_=sr_t_343,1960,1h 21m,Not Rated,6.3,536,,,,,['Ishirô Honda'],['Takeshi Kimura'],"['Tatsuya Mihashi', 'Kaoru Yachigusa', 'Yoshio Tsuchiya']","['Crime', 'Sci-Fi', 'Thriller']",['Japan'],[],['Toho'],['Japanese'],0,0,0,1960.0
Higher Principle,https://www.imdb.com/title/tt0054451/?ref_=sr_t_344,1960,1h 44m,,8.3,693,,,,,['Jirí Krejcík'],"['Jirí Krejcík', 'Jan Drda']","['Frantisek Smolík', 'Jana Brejchová', 'Ivan Mistrík']","['Drama', 'War']",['Czechoslovakia'],"['AB Barrandov Studios, Prague, Czech Republic']",['Ceskoslovenský Státní Film'],"['Czech', 'German']",0,0,0,1960.0
The Hand,https://www.imdb.com/title/tt0053890/?ref_=sr_t_345,1960,1h 1m,Not Rated,5.0,343,,,,,['Henry Cass'],"['Ray Cooney', 'Tony Hilton']","['Derek Bond', 'Reed De Rouen', 'Bryan Coleman']","['Crime', 'Drama', 'Horror']",['United Kingdom'],"['Walton Studios, Walton-on-Thames, Surrey, England, UK']",['Bill and Michael Luckwell Ltd.'],['English'],0,0,0,1960.0
Sukkar hanem,https://www.imdb.com/title/tt0360046/?ref_=sr_t_346,1960,,,6.8,171,,,,,['El Sayed Bedeir'],"['Abul-Suood El-Ibyari', 'Brandon Thomas']","['Samia Gamal', 'Kamal El-Shinnawi', 'Kariman']","['Comedy', 'Romance']",['Egypt'],[],[],['Arabic'],0,0,0,1960.0
Gabi ng lagim,https://www.imdb.com/title/tt1139324/?ref_=sr_t_347,1960,,,6.0,42,,,,,"['Tommy C. David', 'Larry Santiago', 'Pablo Santiago']","['Tommy C. David', 'Jose Miranda Cruz', 'Pablo Santiago']","['Ramon Revilla', 'Cecilia Lopez', 'Myra Crisol']",['Horror'],['Philippines'],[],['Larry Santiago Productions'],"['Filipino', 'Tagalog']",0,0,0,1960.0
Impaciencia del corazón,https://www.imdb.com/title/tt0154631/?ref_=sr_t_348,1960,1h 30m,,6.0,13,,,,,['Tito Davison'],"['Edmundo Báez', 'Tito Davison', 'Stefan Zweig']","['Martha Mijares', 'Christiane Martel', 'Armando Silvestre']","['Drama', 'Romance', 'War']",['Mexico'],['Mexico'],"['Filmadora Chapultepec', 'Galindo Hnos.', 'Producciones Galindo Hermanos']",['Spanish'],0,0,0,1960.0
The Delinquents,https://www.imdb.com/title/tt0056034/?ref_=sr_t_349,1960,1h 20m,,6.6,383,,,,,['Carlos Saura'],"['Mario Camus', 'Carlos Saura', 'Daniel Sueiro']","['Manuel Zarzo', 'Luis Marín', 'Óscar Cruz']","['Crime', 'Drama']",['Spain'],"['Legazpi, Madrid, Spain']",['Films 59'],['Spanish'],0,0,0,1960.0
Macumba Love,https://www.imdb.com/title/tt0054045/?ref_=sr_t_350,1960,1h 26m,Approved,5.3,121,,,3000000.0,,['Douglas Fowley'],['Norman Graham'],"['Walter Reed', 'Ziva Rodann', 'William Wellman Jr.']","['Action', 'Adventure', 'Fantasy', 'Mystery', 'Romance']",['United States'],['Brazil'],"['Allied Enterprises', 'Barclay Films International']",['English'],0,0,0,1960.0
A Story of David: The Hunted,https://www.imdb.com/title/tt0054342/?ref_=sr_t_351,1960,1h 39m,Not Rated,5.5,177,,,,,['Bob McNaught'],"['Gerry Day', 'Terence Maples']","['Jeff Chandler', 'Basil Sydney', 'Peter Arne']",['Drama'],"['United Kingdom', 'Israel']","['Associated British Elstree Studios, Shenley Road, Borehamwood, Hertfordshire, England, UK']","['Scoton', 'ABC Weekend Television', 'Mardeb']",['English'],0,0,0,1960.0
Maribel y la extraña familia,https://www.imdb.com/title/tt0054061/?ref_=sr_t_352,1960,1h 38m,,6.6,135,,,,,['José María Forqué'],"['Miguel Mihura', 'Luis Marquina', 'Vicente Coello']","['Silvia Pinal', 'Adolfo Marsillach', 'Julia Caba Alba']",['Comedy'],['Spain'],"['Lago de Sanabria lake, Galende, Zamora, Castilla y León, Spain']","['Tarfe Films', 'As Films Producción']",['Spanish'],0,0,0,1960.0
Hou die Blink Kant Bo,https://www.imdb.com/title/tt2034695/?ref_=sr_t_353,1960,1h 24m,,,,,,,,['Emil Nofal'],['Emil Nofal'],"['Al Debbo', 'Trudie Rossouw', 'Sarah Sylvia']",['Comedy'],['South Africa'],[],['Jamie Uys Film Productions'],"['Afrikaans', 'English']",0,0,0,1960.0
The Wizard of Baghdad,https://www.imdb.com/title/tt0054481/?ref_=sr_t_354,1960,1h 32m,Approved,5.0,175,,,,,['George Sherman'],"['Jesse Lasky Jr.', 'Pat Silver', 'Samuel Newman']","['Dick Shawn', 'Diane Baker', 'Barry Coe']",['Comedy'],['United States'],"['20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA']",['Clover Productions'],['English'],0,0,0,1960.0
The Prime Time,https://www.imdb.com/title/tt0054206/?ref_=sr_t_355,1960,1h 16m,Not Rated,5.3,166,150000.0,,,,['Gordon Weisenborn'],"['Robert Abel', 'Marjorie-Lee Joseph', 'Herschell Gordon Lewis']","['Jo Ann LeCompte', 'Frank Roche', 'Ray Gronwold']",['Drama'],['United States'],"['Chicago, Illinois, USA']","['Essanjay Films', 'Mid-Continent Films']",['English'],0,0,0,1960.0
Medved a strasidla,https://www.imdb.com/title/tt0053056/?ref_=sr_t_356,1960,51m,,6.4,63,,,,,['Jaroslav Mach'],['J.Z. Novak'],"['Jaroslav Marvan', 'Aglaia Morávková', 'Jirí Papez']","['Comedy', 'Family', 'Fantasy', 'Romance']",['Czechoslovakia'],[],['Filmové studio Barrandov'],['Czech'],0,0,0,1960.0
Rocket Attack U.S.A.,https://www.imdb.com/title/tt0055380/?ref_=sr_t_357,1960,1h 8m,Not Rated,1.7,1.2K,,,,,['Barry Mahon'],['Barry Mahon'],"['Monica Davis', 'John McKay', 'Phillip St. George']",['Thriller'],['United States'],"['Hazlet, New Jersey, USA']",['Exploit Films'],"['Russian', 'English']",0,0,0,1960.0
La tijera de oro,https://www.imdb.com/title/tt0240110/?ref_=sr_t_358,1960,1h 20m,,7.0,44,,,,,['Benito Alazraki'],"['Luis Alcoriza', 'Juan de la Cabada']","['Germán Valdés', 'Lilia Guízar', 'Roberto Ramírez Garza']","['Comedy', 'Drama']",['Mexico'],"['Cine Hipódromo, Mexico City, Distrito Federal, Mexico']",['Producciones Matouk'],['Spanish'],0,0,0,1960.0
Ten Who Dared,https://www.imdb.com/title/tt0054372/?ref_=sr_t_359,1960,1h 32m,Not Rated,5.5,315,,,,,['William Beaudine'],"['John Wesley Powell', 'Lawrence Edward Watkin']","['Brian Keith', 'John Beal', 'James Drury']","['Adventure', 'Family', 'Western']",['United States'],"['Dead Horse Point State Park, Utah, USA']",['Walt Disney Productions'],['English'],0,0,0,1960.0
The Miracle of the White Reindeer,https://www.imdb.com/title/tt0491057/?ref_=sr_t_360,1960,1h,,6.4,14,,,,,['Martin Nosseck'],"['Nitram Kesson', 'Lawrence Raimond']","['Charles Winninger', 'Fritz Feld', 'Dennis Holmes']","['Family', 'Fantasy']",['United States'],[],['Gernos Productions'],['English'],0,0,0,1960.0
Melocotón en almíbar,https://www.imdb.com/title/tt0054075/?ref_=sr_t_361,1960,1h 22m,,6.4,10,,,,,['Antonio del Amo'],"['Antonio del Amo', 'Carlos Sampelayo', 'Miguel Mihura']","['Marga López', 'José Guardiola', 'María Mahor']","['Comedy', 'Crime']",['Spain'],[],['Apolo Films'],['Spanish'],0,0,0,1960.0
Candide or The Optimism in the 20th Century,https://www.imdb.com/title/tt0054719/?ref_=sr_t_362,1960,1h 28m,,5.7,168,,,,,['Norbert Carbonnaux'],"['Norbert Carbonnaux', 'Albert Simonin', 'Voltaire']","['Jean-Pierre Cassel', 'Pierre Brasseur', 'Daliah Lavi']",['Comedy'],['France'],[],"['Courts et Longs Métrages (C.L.M.)', 'Société Nouvelle Pathé Cinéma']",['French'],0,0,0,1960.0
Take Aim at the Police Van,https://www.imdb.com/title/tt0054325/?ref_=sr_t_363,1960,1h 19m,Not Rated,6.6,1.4K,,,,,['Seijun Suzuki'],"['Kazuo Shimada', ""Shin'ichi Sekizawa""]","['Michitarô Mizushima', 'Misako Watanabe', 'Shôichi Ozawa']","['Action', 'Crime', 'Mystery']",['Japan'],[],['Nikkatsu'],['Japanese'],0,0,0,1960.0
The 3rd Voice,https://www.imdb.com/title/tt0054380/?ref_=sr_t_364,1960,1h 19m,Approved,6.7,231,,,,,['Hubert Cornfield'],"['Hubert Cornfield', 'Charles Williams']","[""Edmond O'Brien"", 'Julie London', 'Laraine Day']","['Crime', 'Drama', 'Thriller']",['United States'],"['20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA']","['Associated Producers (API)', 'Twentieth Century Fox']","['English', 'Spanish']",0,0,0,1960.0
...And Suddenly It's Murder!,https://www.imdb.com/title/tt0053739/?ref_=sr_t_365,1960,1h 46m,,7.0,405,,,,,['Mario Camerini'],"['Giorgio Arlorio', 'Oreste Biancoli', 'Rodolfo Sonego']","['Alberto Sordi', 'Vittorio Gassman', 'Nino Manfredi']","['Dark Comedy', 'Satire', 'Comedy', 'Crime']","['Italy', 'France']","['Monte Carlo, Monaco']","['Dino de Laurentiis Cinematografica', 'Orsay Films']",['Italian'],0,0,0,1960.0
Dead Lucky,https://www.imdb.com/title/tt0124344/?ref_=sr_t_366,1960,1h 4m,,5.7,58,,,,,['Montgomery Tully'],"['Maurice Harrison', 'Sidney Nelson']","['Vincent Ball', 'Betty McDowall', 'John Le Mesurier']","['Crime', 'Drama']",['United Kingdom'],"['Fleet Street, City of London, England, UK']","['Association of Cinema Technicians (A.C.T.)', 'British Lion Films']",['English'],0,0,0,1960.0
Girl of the Night,https://www.imdb.com/title/tt0053865/?ref_=sr_t_367,1960,1h 33m,,6.9,141,,,,,['Joseph Cates'],"['Ted Berkman', 'Raphael Blau', 'Harold Greenwald']","['Anne Francis', 'Lloyd Nolan', 'Kay Medford']",['Drama'],['United States'],"['Gold Medal Studios, Bronx, New York City, New York, USA']",['Vanguard Productions (I)'],['English'],0,0,0,1960.0
Foxhole in Cairo,https://www.imdb.com/title/tt0054891/?ref_=sr_t_368,1960,1h 20m,,5.8,204,,,,,['John Llewellyn Moxey'],"['Leonard Mosley', 'Donald Taylor']","['James Robertson Justice', 'Adrian Hoven', 'Niall MacGinnis']","['Drama', 'War']",['United Kingdom'],['UK'],['Omnia Films'],"['Italian', 'German', 'English']",0,0,0,1960.0
"My Dog, Buddy",https://www.imdb.com/title/tt0169062/?ref_=sr_t_369,1960,1h 16m,Approved,7.1,54,73000.0,,,,['Ray Kellogg'],['Ray Kellogg'],"['London', 'Travis Lemmond', 'Ken Curtis']","['Drama', 'Family']",['United States'],"['Warwick Melrose Hotel, 3015 Oak Lawn Avenue, Dallas, Texas, USA']",['Hollywood Pictures Corporation (II)'],['English'],0,0,0,1960.0
Luna Park,https://www.imdb.com/title/tt0186324/?ref_=sr_t_370,1960,,,,,,,,,['Rubén W. Cavalloti'],"['Wilfredo Jiménez', 'Sixto Pondal Ríos']","['Pepe Armil', 'Hugo Astar', 'Alberto Barcel']",[],['Argentina'],[],['Argentina Sono Film S.A.C.I.'],['Spanish'],0,0,0,1960.0
Wild Youth,https://www.imdb.com/title/tt0053098/?ref_=sr_t_371,1960,1h 13m,Approved,5.1,149,,,,,['John F. Schreyer'],"['Robert J. Black Jr.', 'Lester Wm. Berke', 'Dean Romano']","['Robert Hutton', 'John Goddard', 'Carol Ohmart']","['Action', 'Crime', 'Drama']",['United States'],"['Juarez, Mexico']",['Gold Air Shows'],['English'],0,0,0,1960.0
Freckles,https://www.imdb.com/title/tt0053837/?ref_=sr_t_372,1960,1h 23m,,5.5,124,,,,,['Andrew V. McLaglen'],"['Harry Spalding', 'Gene Stratton-Porter']","['Martin West', 'Carol Christensen', 'Jack Lambert']","['Drama', 'Western']",['United States'],"['Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA']",['Associated Producers (API)'],['English'],0,0,0,1960.0
Faces in the Dark,https://www.imdb.com/title/tt0053809/?ref_=sr_t_373,1960,1h 24m,,6.6,383,,,,,['David Eady'],"['Ephraim Kogan', 'John Tully', 'Pierre Boileau']","['John Gregson', 'Mai Zetterling', 'John Ireland']","['Drama', 'Mystery', 'Thriller']",['United Kingdom'],"['Shepperton Studios, Studios Road, Shepperton, Surrey, England, UK']","['Penington Eady Productions', 'Welbeck Film Distributors']","['English', 'French']",0,0,0,1960.0
